Title,Price,Bedrooms,Square Feet,Full Address,monthly,apartment,cats are OK - purrr,dogs are OK - wooof,laundry on site,air conditioning,off-street parking,EV charging,w/d in unit,carport,no smoking,attached garage,detached garage,laundry in bldg,Fee Needed To Apply,wheelchair accessible,no parking,furnished,street parking,no laundry on site,house,w/d hookups,date_added
"Porte-cochre entrance, Views spanning downtown to the coast line*","$3,686 ",1br,749,"2435 S Sepulveda Blvd, Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed 1 Bath in West Los Angeles, Ceiling Fan, Quartz Counters","$2,250 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Courtesy Patrol, Washbox Dry Cleaning Services, 1 Bed","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
WESTWOOD 1 Bedroom - Renovated Unit - Refrigerator - Call for Details!,"$2,595 ",1br,688,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in West Los Angeles || Stainless Steel Appliances,"$2,895 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Garbage Disposal, Vertical Blinds, Loft*, Solar Panels","$3,278 ",1br,872,"3516 Sawtelle, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath in the Heart of Westwood - Plank Floors,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1bed1bath, Renovated, Modern Fixtures/Appliances, Rooftop Pool, Gym","$3,010 ",1br,670,"3324 Castle Heights Ave., Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Efficient Appliances, Spectacular Views*, Carpeting, Resident Lounge","$2,953 ",1br,771,"10983 Wellworth Ave., Los Angeles, CA 90024",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"New/Renovated Interior, Garbage Disposal, Hardwood Flooring","$2,500 ",1br,600,"1521 17TH STREET, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Top Floor One Bedroom Penthouse Apt Close To Everything!,"$2,695 ",1br,,"10910 Wellworth Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom Suite in Westwood Village - Furnished - Close to UCLA,"$4,125 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
"Clubhouse, Spa, Balcony, Cable Ready","$5,231 ",1br,1084,"525 Broadway, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Bay on 6th - Walking distance to the Beach!,"$2,849 ",1br,672,None listed,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ^ Balcony ^ Vinyl Plank Floors,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Culver City + Near UCLA + Remodeled + Sauna,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Westwood-SS Appliances-Heated Pool-Gym-Close to UCLA,"$3,395 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in the Heart of Venice- Near the Beach- Plank Flooring,"$2,895 ",1br,750,"237 Fourth Avenue, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"High efficacy lighting in units and common areas., Quartz Countertops","$5,060 ",1br,651,"1625 Lincoln Blvd, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Move in with Ease: One Month FREE Rent Offer Inside!,"$2,903 ",1br,665,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Luxury 1bed1bath next to UCLA 24/7 Valet+Concierge w/ Gym&Pool,"$3,927 ",1br,744,"10833 Wilshire Blvd, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Start Saving NOW! One Month FREE Ren on Apartments!,"$2,883 ",1br,628,"1436 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Affordable price! * Magnificent Unit * Kitchen has White Cabinetry *,"$2,395 ",1br,,"12716 Venice Blvd, Los Angeles, CA 90066",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Renovated 1 Bedroom in Brentwood - Fridge - Recessed Lighting,"$3,495 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Check us out! Great 1 BD / 1 BA by public transportation. 704 SqFt!,"$3,125 ",1br,704,"10300 Venice Blvd, Culver City, CA 90232",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Amazing Apartment ~ Available Now! Pet Friendly, Laminate flooring *","$2,350 ",1br,,"1450 Brockton Ave, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Gorgeous Unit * Balcony/patio * Pet Friendly! * Ideal Location *,"$2,250 ",1br,,"3760 Bentley Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Situated in Santa Monica!, Hardwood-Inspired Floors, 1/BD 1/BA","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Just the place you're looking for! Come and see!,"$4,700 ",1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
UNITS Available *WESTSIDE AREA (11422 Iowa Ave),"$2,675 ",1br,,None listed,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2024-03-20
Boutique Inspired Units available,"$3,295 ",1br,,None listed,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
!FREE RENT! - 1BD AVAILABLE NOW - 11825 National Blvd,"$2,650 ",1br,,None listed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2024-03-20
"Top Floor 1BR 1BA Penthouse In Westwood +Parking, Pool & More","$3,095 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 bed 1 bath apt w/ fireplace/parking. Westwood Close To Everything,"$2,850 ",1br,,"Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
***TOP FLOOR UNIT ON SOUTH VENICE BEACH***,"$2,495 ",1br,645,"South Venice Blvd, Venice, CA 90291",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bed 1 Bath in West L.A | Ceiling Fan | Vinyl Plank Floors | Parking,"$2,250 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
REMODELED COTTAGE STYLE UNIT W/PRIVTE GRASS YARD &LRGE WOOD DECK,"$3,300 ",1br,500,"1823 9th Street #4, Santa Monica, CA 90404",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2024-03-20
Incredible Apartment *Laminate floors throughout * Parking * Pets OK,"$2,295 ",1br,,"3750 Kelton Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2024-03-20
"CULVER CITY ADJACENT Junior 1 Bedroom, SS Appliances, Cozy Fireplace","$2,350 ",1br,630,None listed,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bedroom Suite + Loft in West Los Angeles, Garage, Sauna, Gym, Pool","$3,045 ",1br,800,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Fabulous Apartment * Air conditioning * Pets OK!! * ACT FAST!!,"$2,295 ",1br,,"3750 Kelton Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2024-03-20
Westwood 1 Bed / 1 Bath w/ Wood Floors Throughout! +Parking,"$2,895 ",1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apartment Close to UCLA!!,"$3,175 ",1br,,"972 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Upper, Unique, Bright & Cozy 1 Bedroom -  Great Location!!!","$2,195 ",1br,,"11425 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1 Bedroom Apt w/ Kitchen Appliances, Fireplace, Parking +More","$2,775 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Close To Everything Westwood! 1 Bed / 1 Bath Apt w/ Laminate Flooring,"$2,925 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"704 sqft 1 bd, 1 ba ready to lease! Come on over and check us out!","$3,125 ",1br,704,"10300 Venice Blvd, Culver City, CA 90232",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in the Heart of Venice- Fridge- Near the Beach- Must See!!,"$2,895 ",1br,750,"237 Fourth Avenue, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1BR 1BA w/ fireplace, kitchen appliances, parking","$2,800 ",1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath w/ Washer/Dryer. Near UCLA!!,"$3,175 ",1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
MOVE-IN-SPECIALfrom$1398 STUDIOS AT ROSE AV AND THE BEACH-PET FRIENDLY,"$1,398 ",1br,,"30 DUDLEY AVE, VENICE BEACH, CA 90291",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
MOVE-IN-SPECIALfrom$1398 STUDIOS AT ROSE AV AND THE BEACH-PET FRIENDLY,"$1,398 ",1br,,"30 DUDLEY AVE, VENICE BEACH, CA 90291",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
MOVE-IN-SPECIALfrom$1398 STUDIOS AT ROSE AV AND THE BEACH-PET FRIENDLY,"$1,398 ",1br,,"30 DUDLEY AVE, VENICE BEACH, CA 90291",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1b1b w/ Balcony and Mirrored oversized closets,"$2,991 ",1br,634,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Santa Monica CA, 1BD 1BA, Elevator Access","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
OPEN HOUSE APTS FOR RENT,"$2,650 ",1br,,"1450 MIDVALE AVE, LOS ANGELES, CA 90024",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed 1 Bath Apt in Westwood Close To Everything, w/ Parking/Gym &More","$2,895 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in Westwood-Heated Pool-SS Appliances-Gym-UCLA Adjacent,"$3,395 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
Near the Pier 1 bedroom available !,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bed / 1 Bath Apt in Westwood w/ Gas Range/Oven/Dishwasher+More,"$2,775 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bed / 1 Bath Apartment in Great Westwood Location!,"$2,895 ",1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bedroom Apartment w/ Parking/Balcony/ Near Everything,"$2,800 ",1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 bed / 1 bath apartment w/ washer/dryer in Westwood near everything,"$3,175 ",1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Top Floor 1 Bed / 1 Bath Penthouse. Westwood!,"$3,095 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1 BD, in Los Angeles CA, Recycling","$2,765 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"in Los Angeles CA, Recycling, 1BD 1BA","$2,745 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 bedroom available near the Promenade !,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Move in with Ease: One Month FREE Rent Offer Inside!,"$2,861 ",1br,656,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful One Bedroom Apartment - A Higher Quality of Living.,"$3,104 ",1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Covered Parking, BBQ Area, 1bd 1ba","$2,765 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1br - 501ft2 - Completely remodeled top floor corner unit in Santa Mo,$970 ,1br,501,None listed,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
*************Santa Monica Lower 1+1*********,"$2,495 ",1br,,"503 Hill St., Santa Monica, CA 90405",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1BR 1BA w/ Balcony, Parking/Spa/Gym Near Everything!","$2,850 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1 Bed 1 Bath Apt w/ Fireplace, Parking and More","$2,895 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1br/1ba Resort-style heated pool w/ Balcony or patio,"$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Modern 1 bedroom available !,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
SS Appliances * 1 Bedroom in West Los Angeles * Large Closets * Patio,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Remodeled 1 Bedroom in Century City ^ Central Air/Heating,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Highly Desirable Area! Peaceful and Quiet Neighborhood! Book a Tour!,"$2,652 ",1br,721,"12600 Braddock Dr, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bedroom 1 Bath Apt w/ Central Air/Kitchen Appliances,"$2,895 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1BR 1BA w/ Fireplace/Balcony/Parking,"$2,850 ",1br,,"Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
ACT FAST! One Month FREE Rent on Select Apartments!,"$2,883 ",1br,628,"1440 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Top Floor 1 Bedroom Penthouse +1 Bath +Parking!,"$3,095 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 bedroom 1 bath apartment in prime Westwood. Close to everything,"$2,925 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apartment w/ Parking/Gym Near Everything!,"$2,775 ",1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in West Los Angeles | Plank Floors | SS Appliances,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Close to UCLA! Westwood 1 Bedroom 1 Bath Apartment w/ Wood Floors!,"$3,175 ",1br,,"972 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bedroom Westwood Apt w/ Large Closets, Parking","$2,895 ",1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Balcony - Central Air & Heat - 1 Bedroom in Marina Del Rey,"$3,295 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
