title,price,Bedrooms,square_feet,full_address,monthly,apartment,cats_allowed,dogs_allowed,laundry_on_site,air_conditioning,off_street_parking,EV_charging,washer_dryer_in_unit,carport,no_smoking,attached_garage,detached_garage,laundry_in_bldg,fee_needed_to_apply,wheelchair_accessible,no_parking,furnished,street_parking,no_laundry_on_site,house,washer_dryer_hookups,latitude,longitude,nearest_budget_grocery_store_distance,nearest_budget_grocery_store,nearest_midTier_grocery_store_distance,nearest_midTier_grocery_store,nearest_premium_grocery_store_distance,nearest_premium_grocery_store
1 Bed / 1 Bath Apartment in Great Westwood Location!,2895,1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0572395,-118.4441967,1.472609080551918,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.3483872278754742,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3144785641744733,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Westwood 1 Bedroom Apartment w/ Parking/Balcony/ Near Everything,2800,1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0538488,-118.4420974,1.2166404820000385,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.5896858914247309,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.0900221112347434,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 bed / 1 bath apartment w/ washer/dryer in Westwood near everything,3175,1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0621851,-118.441116,1.7765035564545604,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1522648032750536,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3399063812196018,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"1 BD, in Los Angeles CA, Recycling",2765,1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0231252,-118.4011724,2.2853002620687057,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.8516730720341996,"Ralphs - 11361 National Blvd, Los Angeles",2.107168380183992,"Whole Foods Market - 11666 National Blvd, Los Angeles"
*************Santa Monica Lower 1+1*********,2495,1br,,"503 Hill St., Santa Monica, CA 90405",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0036238,-118.479191,0.8822522170036615,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",1.06987957740655,"Ralphs - 910 Lincoln Blvd, Venice",0.5597397772333274,"Whole Foods Market - 225 Lincoln Blvd, Venice"
"in Los Angeles CA, Recycling, 1BD 1BA",2745,1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0231252,-118.4011724,2.2853002620687057,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.8516730720341996,"Ralphs - 11361 National Blvd, Los Angeles",2.107168380183992,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1 bedroom available near the Promenade !,2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
Move in with Ease: One Month FREE Rent Offer Inside!,2861,1br,656,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Beautiful One Bedroom Apartment - A Higher Quality of Living.,3104,1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0583996,-118.4680795,1.301927919463336,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.9296848943109,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.3322921506927556,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
"Covered Parking, BBQ Area, 1bd 1ba",2765,1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0231252,-118.4011724,2.2853002620687057,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.8516730720341996,"Ralphs - 11361 National Blvd, Los Angeles",2.107168380183992,"Whole Foods Market - 11666 National Blvd, Los Angeles"
1br - 501ft2 - Completely remodeled top floor corner unit in Santa Mo,970,1br,501,None listed,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
1b1b w/ Balcony and Mirrored oversized closets,2991,1br,634,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"Santa Monica CA, 1BD 1BA, Elevator Access",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
1br/1ba Resort-style heated pool w/ Balcony or patio,3429,1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Modern 1 bedroom available !,2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
Beautiful One Bedroom Apartment - A Higher Quality of Living.,3105,1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0583996,-118.4680795,1.301927919463336,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.9296848943109,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.3322921506927556,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
"Washbox Dry Cleaning Services, Elevator Access, 1B/1B",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
Highly Desirable Area! Peaceful and Quiet Neighborhood! Book a Tour!,2652,1br,721,"12600 Braddock Dr, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9864316,-118.4229277,1.415079416457437,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",1.02461004501908,"Ralphs Fresh Fare - 4700 Admiralty Way, Marina Del Rey",2.2550227044751865,"Erewhon - 585 Venice Blvd., Venice"
Westwood 1 Bedroom 1 Bath Apt w/ Central Air/Kitchen Appliances,2895,1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0557576,-118.445012,1.3874535639800072,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.455480943576436,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2981559830566417,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Westwood 1BR 1BA w/ Fireplace/Balcony/Parking,2850,1br,,"Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0583746,-118.4455012,1.5684312841010637,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2867003479454057,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.210867184104843,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
ACT FAST! One Month FREE Rent on Select Apartments!,2883,1br,628,"1440 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0477312,-118.4529112,0.8562157934258058,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.8328925996470491,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.8094036134505576,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Top Floor 1 Bedroom Penthouse +1 Bath +Parking!,3095,1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0547848,-118.4421853,1.280941601085658,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.5250872921593858,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.128452112126476,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 bedroom 1 bath apartment in prime Westwood. Close to everything,2925,1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0547848,-118.4421853,1.280941601085658,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.5250872921593858,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.128452112126476,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Westwood 1 Bed / 1 Bath Apartment w/ Parking/Gym Near Everything!,2775,1br,,"10969 Rochester Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0557576,-118.445012,1.3874535639800072,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.455480943576436,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2981559830566417,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1+1 in West Los Angeles | Plank Floors | SS Appliances,2895,1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.040648,-118.4510543,0.7666750735289826,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4117657963907138,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.069870654358512,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Close to UCLA! Westwood 1 Bedroom 1 Bath Apartment w/ Wood Floors!,3175,1br,,"972 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0617237,-118.441019,1.7442010372025136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1621532071674868,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3404180814453353,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"1 Bedroom Westwood Apt w/ Large Closets, Parking",2895,1br,,"10930 Ashton Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0572395,-118.4441967,1.472609080551918,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.3483872278754742,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3144785641744733,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Balcony - Central Air & Heat - 1 Bedroom in Marina Del Rey,3295,1br,750,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1 Bed 1 Bath in West L.A | Gas Range | Vinyl Plank Flrs | Call Now,2350,1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Westwood 1 Bedroom 1 Bath | Refrigerator | Huge Closets | Lease Today!,2725,1br,700,"433 Kelton Avenue, West Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0693767,-118.4541629,2.12575277860983,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7077748723707814,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.701079356339063,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Westwood 1 Bed / 1 Bath Apartment w/ Fireplace/Kitchen Appliances,2800,1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0538488,-118.4420974,1.2166404820000385,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.5896858914247309,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.0900221112347434,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom Suite in Westwood Village - Resort-Style - Nearby UCLA,4125,1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0607377,-118.442397,1.6875540611640667,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1319742802189153,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.2613725629326833,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"Pool, Wi-Fi Lounge, Laundry Facilities",2745,1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0231252,-118.4011724,2.2853002620687057,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.8516730720341996,"Ralphs - 11361 National Blvd, Los Angeles",2.107168380183992,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"1/BD, Elfa Closet System, In Santa Monica",2471,1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0183996,-118.4898922,1.915444945193366,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.2396949173789324,"Trader Joe's - 500 Broadway, Santa Monica",1.0338734412841484,"Whole Foods Market - 1425 Montana Ave, Santa Monica"
SS Appliances * 1 Bedroom in West Los Angeles * Large Closets * Patio,2500,1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0397486,-118.4543438,0.5761331480787393,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.4499602622694117,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.058896586184693,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
Remodeled 1 Bedroom in Century City ^ Central Air/Heating,2895,1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0387467,-118.4220338,0.9030421763612388,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0887194575801733,"Ralphs - 11361 National Blvd, Los Angeles",1.4468256701653035,"Whole Foods Market - 11666 National Blvd, Los Angeles"
🐶 Upgraded 1 Bedroom in Westwood - SS Appliances - Near UCLA 🐱,3531,1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0645792,-118.4404699,1.9374579202382136,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.2474595287696011,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.4378235490587268,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
"Fridge, SS Appliances, Walk-in Closet | 1 Bedroom Venice",3095,1br,750,"232-236 Third Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9979274,-118.4765675,0.7318708830495178,"Smart & Final Extra! - 604 Lincoln Blvd, Venice",0.8790119394669738,"Ralphs - 910 Lincoln Blvd, Venice",0.4434081629044986,"Whole Foods Market - 225 Lincoln Blvd, Venice"
"😎 1+1 IN PALMS, CLOSE TO DOWNTOWN CULVER CITY, GREAT LOCATION 😎",1900,1br,750,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1 Bedroom in Palms + A/C + Wood Style Floors + SS Appliances,2150,1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
1+1 in Mar Vista/West Los Angeles * Newly Remodeled * Cat-Friendly,2350,1br,681,"3749 McLaughlin Ave, West Los Angeles, CA 90066",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0091508,-118.4254947,1.6496815316178344,"Costco Wholesale - 13463 Washington Blvd, Marina Del Rey",1.251274920345814,"Ralphs - 11361 National Blvd, Los Angeles",1.165846944390809,"Whole Foods Market - 11666 National Blvd, Los Angeles"
✨ Furnished Co-Living Near UCLA * SPECIALS * Utilities Included ✨,2050,1br,200,"Butler Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,34.037859,-118.4453239,0.4502276071574607,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.295439445367508,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",1.1126323695097928,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Recently Renovated 1 Bedroom in Santa Monica ** Vinyl Plank Flooring,3095,1br,720,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"West Los Angeles 1 Bedroom 1 Bath W/ Fireplace, Patio/Balcony",2595,1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0391339,-118.4567968,0.4381306677698006,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5295776066118012,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.9214992104584244,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
Newly Renovated 1 Bedroom 1 BA in Westwood w/ Patio/Balcony,3325,1br,640,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0676797,-118.4532517,2.0291176114610407,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5970860781106915,"Ralphs Fresh Fare - 10861 Weyburn Ave, Los Angeles",0.5762949311362707,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Renovated 1 Bedroom in Westwood w/ Vinyl Plank Flooring * Pet-Friendly,2395,1br,707,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Recently Renovated 1 Bedroom in Westwood | Ceiling Fan(s),2495,1br,684,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Shimmering Pool * Lovely 1 Bedroom 1 BA in Palms * 2 Weeks Free,1900,1br,550,"3258 Overland Avenue, Palms, CA 90034",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.028098,-118.4138161,1.484185867791125,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.125289947306103,"Ralphs - 11361 National Blvd, Los Angeles",1.435882508387226,"Whole Foods Market - 11666 National Blvd, Los Angeles"
"Westwood 1 Bed / 1 Bath w/ Washer & Dryer, Fireplace, Laminate Floors",3175,1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0621851,-118.441116,1.7765035564545604,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.1522648032750536,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.3399063812196018,"Whole Foods Market - 1050 Gayley Ave, Los Angeles"
Furnished Co-living in Westwood - Subterranean Parking - Renovated!,1695,1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.05462920000001,-118.4377134,1.2430146310836918,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",0.6316962734280558,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.1828998733098586,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
1 Bedroom 1 BA in West Los Angeles ^ SS Appliances ^ Air Conditioning,2595,1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0391339,-118.4567968,0.4381306677698006,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.5295776066118012,"Ralphs Fresh Fare - 11727 W Olympic Blvd, Los Angeles",0.9214992104584244,"Bristol Farms - 3105 Wilshire Blvd, Santa Monica"
"Beautiful 1 Bedroom in West Los Angeles, Wood Style Floors, Parking",2325,1br,700,"1323 Federal Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0475503,-118.4569787,0.6835855839332764,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.6047611200794256,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.727241086826514,"Whole Foods Market - 11737 San Vicente Blvd, Los Angeles"
Score BIG Savings! One Month FREE Rent on Move-In!,2906,1br,656,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0483122,-118.4539033,0.8409247881480358,"Smart & Final - 12210 Santa Monica Blvd W, Los Angeles",0.7885200149277635,"Ralphs Fresh Fare - 12057 Wilshire Blvd, Los Angeles",0.8415531851178917,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
Virtual Tour | Junior 1 Bedroom 1 Bath ^ Central A/C ^ Specials!,2330,1br,310,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0499995,-118.432032,0.9765981051878696,"Smart & Final Extra! - 11221 W Pico Blvd, Los Angeles",1.0819132167603789,"Trader Joe's - 1000 Glendon Ave, Los Angeles",0.5456743605743718,"Bristol Farms - 1515 Westwood Blvd, Los Angeles"
